Tissue	Module	Id	Symbol	is.hub
Metabolite	M6	X34401	5-acetylamino-6-formylamino-3-methyluracil	no
Metabolite	M6	X34404	1,3,7-trimethylurate	no
Metabolite	M6	X34424	5-acetylamino-6-amino-3-methyluracil	no
Metabolite	M6	X35320	catechol sulfate	no
Metabolite	M6	X35635	3-(3-hydroxyphenyl)propionate	no
Metabolite	M6	X36095	thymol sulfate	no
Metabolite	M6	X36098	4-vinylphenol sulfate	no
Metabolite	M6	X36099	4-ethylphenylsulfate	no
Metabolite	M6	X36845	o-cresol sulfate	no
Metabolite	M6	X37063	gamma-glutamylalanine	no
Metabolite	M6	X37443	cysteine sulfinic acid	no
Metabolite	M6	X37445	4-hydroxycoumarin	no
Metabolite	M6	X38661	hydroxycotinine	no
Metabolite	M6	X39600	3-hydroxyhippurate	no
Metabolite	M6	X40062	4-hydroxy-2-oxoglutaric acid	no
Metabolite	M6	X41494	alliin	no
Metabolite	M6	X42370	S-1-pyrroline-5-carboxylate	no
Metabolite	M6	X43239	S-allylcysteine	no
Metabolite	M6	X43802	guanidinoacetate	no
Metabolite	M6	X44620	4-acetylphenol sulfate	no
Metabolite	M6	X45404	N-acetylalliin	no
Metabolite	M6	X46111	guaiacol sulfate	no
Metabolite	M6	X46165	3-methyl catechol sulfate (1)	no
Metabolite	M6	X46261	X - 19438	no
Metabolite	M6	X46318	X - 12714	no
Metabolite	M6	X46487	X - 21442	no
Metabolite	M6	X46490	X - 17185	no
Metabolite	M6	X46610	X - 12007	no
Metabolite	M6	X46616	X - 12411	no
Metabolite	M6	X46627	X - 12740	no
Metabolite	M6	X46632	X - 14056	no
Metabolite	M6	X46645	X - 13728	no
Metabolite	M6	X46661	X - 15245	no
Metabolite	M6	X46665	X - 15674	no
Metabolite	M6	X46685	X - 16964	no
Metabolite	M6	X46710	X - 17690	no
Metabolite	M6	X46909	X - 21740	no
Metabolite	M6	X46923	X - 21752	no
Metabolite	M6	X46980	X - 21803	no
Metabolite	M6	X46986	X - 12812	no
Metabolite	M6	X47076	citraconate/glutaconate	no
Metabolite	M6	X47136	N-acetyl-S-allyl-L-cysteine	no
Metabolite	M6	X47437	X - 12680	no
Metabolite	M6	X47664	X - 13658	no
Metabolite	M6	X47922	X - 12543	no
Metabolite	M6	X47929	X - 12707	no
Metabolite	M6	X47959	X - 13553	no
Metabolite	M6	X48076	X - 22771	no
Metabolite	M6	X48195	fructose	no
Metabolite	M6	X48428	pyrraline	no
Metabolite	M6	X48448	3-hydroxypyridine sulfate	yes
Metabolite	M6	X48674	umbelliferone sulfate	no
Metabolite	M6	X48990	pyruvate	no
Metabolite	M6	X49521	X - 23644	no
Metabolite	M6	X49532	X - 23655	no
Metabolite	M6	X49679	X - 23780	no
Metabolite	M6	X52483	X - 24295	no
Metabolite	M6	X52661	X - 24431	no
Metabolite	M6	X52662	X - 24432	no
Metabolite	M6	X527	lactate	no
Metabolite	M6	X528	alpha-ketoglutarate	no
Metabolite	M6	X531	3-hydroxy-3-methylglutarate	no
Metabolite	M6	X53231	thioproline	no
Metabolite	M6	X553	cotinine	no
Metabolite	M6	X569	caffeine	no
Metabolite	M6	X61872	methylnaphthyl sulfate (1)*	no
Metabolite	M6	X61873	methylnaphthyl sulfate (2)*	no
Metabolite	M6	X62520	2-naphthol sulfate	no
Metabolite	M6	X62524	dihydrocaffeate sulfate (2)	no
Metabolite	M6	X62528	2-hydroxyfluorene sulfate	no
Metabolite	M6	X62533	(2,4 or 2,5)-dimethylphenol sulfate	no
Metabolite	M6	X62558	1-carboxyethylisoleucine	no
Metabolite	M6	X62559	1-carboxyethylleucine	no
Metabolite	M6	X62562	1-carboxyethylvaline	no
Metabolite	M6	X62566	1-carboxyethylphenylalanine	no
Metabolite	M6	X62636	X - 25343	no
Metabolite	M6	X62717	X - 25420	no
Metabolite	M6	X62796	3-ethylcatechol sulfate (1)	no
Metabolite	M6	X62798	4-acetylcatechol sulfate (1)	no
Metabolite	M6	X62952	3,4-dihydroxybutyrate	no
Metabolite	M6	X63072	4-ethylcatechol sulfate	no
Metabolite	M6	X63567	X - 25797	no
Metabolite	M6	X63590	ascorbic acid 2-sulfate	no
Metabolite	M6	X63687	ascorbic acid 3-sulfate*	no
Metabolite	M6	X63853	vanillic acid glycine	no
Metabolite	M6	X63908	X - 25957	no
Metabolite	M65	X15500	carnitine	no
Metabolite	M65	X15765	ethylmalonate	no
Metabolite	M65	X31932	propionylglycine	no
Metabolite	M65	X32412	butyrylcarnitine (C4)	no
Metabolite	M65	X32452	propionylcarnitine (C3)	no
Metabolite	M65	X33441	isobutyrylcarnitine (C4)	no
Metabolite	M65	X34407	isovalerylcarnitine (C5)	yes
Metabolite	M65	X35107	isovalerylglycine	no
Metabolite	M65	X35437	isobutyrylglycine	no
Metabolite	M65	X44656	isovalerate (i5:0)	no
Metabolite	M65	X45095	2-methylbutyrylcarnitine (C5)	no
Metabolite	M65	X46142	mannitol/sorbitol	no
Metabolite	M65	X46347	X - 11381	no
Metabolite	M65	X52280	X - 24241	no
Metabolite	M66	X1123	inosine	no
Metabolite	M66	X1414	3-phosphoglycerate	no
Metabolite	M66	X18368	cys-gly, oxidized	no
Metabolite	M66	X3127	hypoxanthine	no
Metabolite	M66	X3147	xanthine	no
Metabolite	M66	X31548	Fibrinopeptide A, des-ala(1)*	no
Metabolite	M66	X32306	trans-4-hydroxyproline	no
Metabolite	M66	X32342	adenosine 5'-monophosphate (AMP)	yes
Metabolite	M66	X35159	cysteine-glutathione disulfide	no
Metabolite	M66	X36738	gamma-glutamylglutamate	no
Metabolite	M66	X37459	ergothioneine	no
Metabolite	M66	X40499	4-hydroxyglutamate	no
Metabolite	M66	X41754	heme	yes
Metabolite	M66	X42382	S-adenosylhomocysteine (SAH)	no
Metabolite	M66	X443	aspartate	no
Metabolite	M66	X46539	N-acetylglucosamine/N-acetylgalactosamine	no
Metabolite	M66	X46972	X - 21796	yes
Metabolite	M66	X47673	X - 19299	no
Metabolite	M66	X48141	2-keto-3-deoxy-gluconate	no
Metabolite	M66	X48152	glucose	no
Metabolite	M66	X48153	mannose	no
Metabolite	M66	X485	spermidine	no
Metabolite	M66	X54923	beta-citrylglutamate	no
Metabolite	M66	X555	adenosine	no
Metabolite	M66	X57	glutamate	no
Metabolite	M66	X57709	Fibrinopeptide A*	no
Metabolite	M66	X61858	ribulonate/xylulonate/lyxonate*	no
Metabolite	M66	X62103	cysteinylglycine disulfide*	no
Metabolite	M66	X62278	histidine betaine (hercynine)*	no
Metabolite	M66	X62521	X - 25279	no
Metabolite	M66	X62864	mannonate*	no
Metabolite	M66	X63153	metabolonic lactone sulfate	no
Metabolite	M69	X12110	isocitrate	no
Metabolite	M69	X1418	5,6-dihydrothymine	no
Metabolite	M69	X15136	xanthosine	no
Metabolite	M69	X15140	kynurenine	no
Metabolite	M69	X1558	4-acetamidobutanoate	no
Metabolite	M69	X15650	N1-methyladenosine	no
Metabolite	M69	X1899	quinolinate	no
Metabolite	M69	X35114	7-methylguanine	no
Metabolite	M69	X35137	N2,N2-dimethylguanosine	yes
Metabolite	M69	X37496	N-acetylputrescine	no
Metabolite	M69	X43488	N-acetylcarnosine	no
Metabolite	M69	X46623	X - 12729	no
Metabolite	M69	X46636	X - 12849	no
Metabolite	M69	X46973	X - 12718	no
Metabolite	M69	X46977	X - 15503	no
Metabolite	M69	X47687	X - 12100	no
Metabolite	M69	X48046	X - 18838	no
Metabolite	M69	X48351	N1-methylinosine	no
Metabolite	M69	X52533	X - 24337	no
Metabolite	M7	X1114	deoxycholate	no
Metabolite	M7	X12017	3-methoxytyrosine	no
Metabolite	M7	X12261	taurodeoxycholate	no
Metabolite	M7	X1412	2'-deoxyuridine	no
Metabolite	M7	X1563	chenodeoxycholate	no
Metabolite	M7	X1605	ursodeoxycholate	no
Metabolite	M7	X18476	glycocholate	no
Metabolite	M7	X18477	glycodeoxycholate	no
Metabolite	M7	X18494	taurochenodeoxycholate	no
Metabolite	M7	X18497	taurocholate	no
Metabolite	M7	X22842	cholate	no
Metabolite	M7	X2761	thyroxine	no
Metabolite	M7	X27665	1-methylnicotinamide	no
Metabolite	M7	X32346	glycochenodeoxycholate	no
Metabolite	M7	X32599	glycocholenate sulfate*	no
Metabolite	M7	X32620	glycolithocholate sulfate*	no
Metabolite	M7	X32807	taurocholenate sulfate*	no
Metabolite	M7	X34093	hyocholate	no
Metabolite	M7	X35136	5-methyluridine (ribothymidine)	no
Metabolite	M7	X36850	taurolithocholate 3-sulfate	no
Metabolite	M7	X37184	5alpha-androstan-3alpha,17beta-diol disulfate	no
Metabolite	M7	X37185	5alpha-androstan-3alpha,17beta-diol monosulfate (2)	no
Metabolite	M7	X38100	betonicine	no
Metabolite	M7	X39379	glycoursodeoxycholate	no
Metabolite	M7	X396	glutarate (C5-DC)	no
Metabolite	M7	X40469	N1-Methyl-2-pyridone-5-carboxamide	no
Metabolite	M7	X40605	butyrate (4:0)	no
Metabolite	M7	X42574	glycohyocholate	no
Metabolite	M7	X43400	2-piperidinone	no
Metabolite	M7	X46364	X - 12847	no
Metabolite	M7	X46512	X - 21467	no
Metabolite	M7	X46516	X - 21471	no
Metabolite	M7	X47921	X - 12410	no
Metabolite	M7	X48052	X - 17612	no
Metabolite	M7	X48407	dopamine 3-O-sulfate	no
Metabolite	M7	X48463	ethylparaben sulfate	no
Metabolite	M7	X48757	N-acetylkynurenine (2)	no
Metabolite	M7	X52286	X - 24243	no
Metabolite	M7	X52640	X - 24411	no
Metabolite	M7	X52772	X - 24455	no
Metabolite	M7	X52790	X - 24473	no
Metabolite	M7	X52974	glycochenodeoxycholate 3-sulfate	no
Metabolite	M7	X52975	glycodeoxycholate 3-sulfate	no
Metabolite	M7	X52982	glycodeoxycholate glucuronide (1)	no
Metabolite	M7	X52983	glycochenodeoxycholate glucuronide (1)	no
Metabolite	M7	X54700	X - 24762	no
Metabolite	M7	X54840	X - 24812	no
Metabolite	M7	X57577	isoursodeoxycholate	no
Metabolite	M7	X594	nicotinamide	no
Metabolite	M7	X606	uridine	no
Metabolite	M7	X62066	glyco-beta-muricholate**	no
Metabolite	M7	X62526	lithocholate sulfate (1)	no
Metabolite	M7	X62749	X - 25433	no
Metabolite	M7	X62889	taurodeoxycholic acid 3-sulfate	no
Metabolite	M7	X62890	taurochenodeoxycholic acid 3-sulfate	no
Metabolite	M7	X63039	phenylalanylhydroxyproline*	no
Metabolite	M7	X63237	X - 25617	no
Metabolite	M7	X63610	deoxycholic acid glucuronide	no
Metabolite	M7	X63688	deoxycholic acid (12 or 24)-sulfate*	no
Metabolite	M7	X63731	glycoursodeoxycholic acid sulfate (1)	no
Metabolite	M70	X1101	homovanillate (HVA)	no
Metabolite	M70	X1124	myo-inositol	no
Metabolite	M70	X1417	kynurenate	no
Metabolite	M70	X1432	2-hydroxyphenylacetate	no
Metabolite	M70	X1566	3-aminoisobutyrate	no
Metabolite	M70	X1567	vanillylmandelate (VMA)	no
Metabolite	M70	X15679	xanthurenate	no
Metabolite	M70	X1604	urate	no
Metabolite	M70	X30460	1-methylhistidine	no
Metabolite	M70	X32349	4-imidazoleacetate	no
Metabolite	M70	X32350	1-methyl-4-imidazoleacetate	no
Metabolite	M70	X33132	X - 11787	no
Metabolite	M70	X33442	pseudouridine	no
Metabolite	M70	X35172	orotidine	no
Metabolite	M70	X35482	2-methylmalonylcarnitine (C4-DC)	no
Metabolite	M70	X37058	succinylcarnitine (C4-DC)	no
Metabolite	M70	X37059	malonylcarnitine	no
Metabolite	M70	X42420	erythronate*	no
Metabolite	M70	X45413	O-sulfo-L-tyrosine	no
Metabolite	M70	X46283	X - 15461	no
Metabolite	M70	X46428	X - 21383	no
Metabolite	M70	X46548	3-methylglutarylcarnitine (2)	no
Metabolite	M70	X46961	X - 21785 - retired for 2-O-methylascorbic acid	no
Metabolite	M70	X47695	X - 12117	no
Metabolite	M70	X47905	X - 12026	no
Metabolite	M70	X49539	X - 23662	no
Metabolite	M70	X513	creatinine	no
Metabolite	M70	X52597	X - 12104	no
Metabolite	M70	X52839	X - 24518	no
Metabolite	M70	X53031	methylsuccinoylcarnitine	no
Metabolite	M70	X53127	X - 24699	no
Metabolite	M70	X61868	1-ribosyl-imidazoleacetate*	no
Metabolite	M70	X62101	alpha-ketoglutaramate*	no
Metabolite	M70	X62664	X - 25371	no
Metabolite	M70	X62783	dimethylguanidino valeric acid (DMGV)*	no
Metabolite	M70	X62805	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	yes
Metabolite	M70	X62947	N,N,N-trimethyl-alanylproline betaine (TMAP)	no
Metabolite	M70	X62955	8-methoxykynurenate	no
Metabolite	M70	X63057	picolinoylglycine	no
Metabolite	M72	X17945	2-hydroxystearate	no
Metabolite	M72	X19266	2-arachidonoylglycerol (20:4)	no
Metabolite	M72	X19324	1-stearoyl-GPI (18:0)	no
Metabolite	M72	X21184	1-oleoylglycerol (18:1)	no
Metabolite	M72	X21232	2-oleoylglycerol (18:1)	no
Metabolite	M72	X27447	1-linoleoylglycerol (18:2)	no
Metabolite	M72	X32506	2-linoleoylglycerol (18:2)	no
Metabolite	M72	X34393	1-linolenoylglycerol (18:3)	no
Metabolite	M72	X34397	1-arachidonylglycerol (20:4)	no
Metabolite	M72	X35153	1-docosahexaenoylglycerol (22:6)	no
Metabolite	M72	X35305	1-palmitoyl-GPI (16:0)	no
Metabolite	M72	X48341	1-dihomo-linolenylglycerol (20:3)	no
Metabolite	M72	X48569	acesulfame	no
Metabolite	M72	X52431	1-palmitoleoylglycerol (16:1)*	no
Metabolite	M72	X52944	palmitoylcholine	no
Metabolite	M72	X53258	eicosapentaenoylcholine	no
Metabolite	M72	X53260	oleoylcholine	no
Metabolite	M72	X53261	arachidonoylcholine	no
Metabolite	M72	X53262	dihomo-linolenoyl-choline	no
Metabolite	M72	X53263	docosahexaenoylcholine	no
Metabolite	M72	X57463	linoleoylcholine*	no
Metabolite	M72	X57464	stearoylcholine*	no
Metabolite	M73	X46798	oleoyl-linoleoyl-glycerol (18:1/18:2) [1]	no
Metabolite	M73	X46799	oleoyl-linoleoyl-glycerol (18:1/18:2) [2]	no
Metabolite	M73	X52634	palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*	no
Metabolite	M73	X54955	linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*	no
Metabolite	M73	X54956	linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*	no
Metabolite	M73	X54960	oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*	no
Metabolite	M73	X54961	oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*	no
Metabolite	M73	X54967	palmitoleoyl-linoleoyl-glycerol (16:1/18:2) [1]*	no
Metabolite	M73	X54968	linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*	no
Metabolite	M73	X54969	linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*	no
Metabolite	M73	X57373	palmitoyl-docosahexaenoyl-glycerol (16:0/22:6) [1]*	no
Metabolite	M74	X34214	1-arachidonoyl-GPI (20:4)*	no
Metabolite	M74	X34437	1-stearoyl-GPG (18:0)	no
Metabolite	M74	X36594	1-linoleoyl-GPI (18:2)*	no
Metabolite	M74	X36602	1-oleoyl-GPI (18:1)	no
Metabolite	M74	X45968	1-oleoyl-GPG (18:1)*	no
Metabolite	M74	X45970	1-palmitoyl-GPG (16:0)*	no
Metabolite	M74	X52665	X - 24435	no
Metabolite	M74	X52690	1-linoleoyl-GPA (18:2)*	no
Metabolite	M74	X54885	1-linoleoyl-GPG (18:2)*	no
Metabolite	M74	X61836	THC carboxylic acid	no
Metabolite	M74	X61848	THC carboxylic acid glucuronide	no
Metabolite	M75	X1105	linoleate (18:2n6)	no
Metabolite	M75	X1118	arachidate (20:0)	no
Metabolite	M75	X1121	margarate (17:0)	no
Metabolite	M75	X1336	palmitate (16:0)	yes
Metabolite	M75	X1356	nonadecanoate (19:0)	no
Metabolite	M75	X1358	stearate (18:0)	no
Metabolite	M75	X1361	pentadecanoate (15:0)	no
Metabolite	M75	X1365	myristate (14:0)	no
Metabolite	M75	X15122	glycerol	no
Metabolite	M75	X1552	erucate (22:1n9)	no
Metabolite	M75	X1645	laurate (12:0)	no
Metabolite	M75	X17805	dihomo-linoleate (20:2n6)	no
Metabolite	M75	X32415	docosadienoate (22:2n6)	no
Metabolite	M75	X32417	docosatrienoate (22:3n3)	no
Metabolite	M75	X32418	myristoleate (14:1n5)	no
Metabolite	M75	X32497	10-undecenoate (11:1n1)	no
Metabolite	M75	X32980	adrenate (22:4n6)	no
Metabolite	M75	X33447	palmitoleate (16:1n7)	no
Metabolite	M75	X33587	eicosenoate (20:1)	no
Metabolite	M75	X33971	10-heptadecenoate (17:1n7)	no
Metabolite	M75	X33972	10-nonadecenoate (19:1n9)	yes
Metabolite	M75	X34035	linolenate [alpha or gamma; (18:3n3 or 6)]	no
Metabolite	M75	X35718	dihomo-linolenate (20:3n3 or n6)	no
Metabolite	M75	X37752	13-HODE + 9-HODE	no
Metabolite	M75	X38102	oleoyl ethanolamide	no
Metabolite	M75	X38296	(16 or 17)-methylstearate (a19:0 or i19:0)	no
Metabolite	M75	X38768	(14 or 15)-methylpalmitate (a17:0 or i17:0)	no
Metabolite	M75	X39732	N-oleoyltaurine	no
Metabolite	M75	X47120	9-hydroxystearate	no
Metabolite	M75	X52285	oleate/vaccenate (18:1)	yes
Metabolite	M75	X52608	linoleoyl ethanolamide	no
Metabolite	M75	X52938	3-hydroxystearate	no
Metabolite	M75	X57652	hexadecadienoate (16:2n6)	no
Metabolite	M75	X598	phytanate	no
Metabolite	M75	X607	trans-urocanate	no
Metabolite	M75	X61702	2-hydroxyphytanate*	no
Metabolite	M75	X62919	tridecenedioate (C13:1-DC)*	no
Metabolite	M75	X63613	undecenoylcarnitine (C11:1)	no
Metabolite	M8	X1494	5-oxoproline	no
Metabolite	M8	X1561	alpha-tocopherol	no
Metabolite	M8	X15745	methylsuccinate	no
Metabolite	M8	X1669	4-hydroxyphenylpyruvate	no
Metabolite	M8	X19130	1,2-dipalmitoyl-GPC (16:0/16:0)	no
Metabolite	M8	X19503	stearoyl sphingomyelin (d18:1/18:0)	no
Metabolite	M8	X2137	biliverdin	no
Metabolite	M8	X2831	adenosine 3',5'-cyclic monophosphate (cAMP)	no
Metabolite	M8	X32586	bilirubin (E,E)*	no
Metabolite	M8	X33418	delta-tocopherol	no
Metabolite	M8	X33997	campesterol	no
Metabolite	M8	X36749	3-methyladipate	no
Metabolite	M8	X37506	palmitoyl sphingomyelin (d18:1/16:0)	no
Metabolite	M8	X37529	sphingomyelin (d18:1/18:1, d18:2/18:0)	no
Metabolite	M8	X41888	succinimide	no
Metabolite	M8	X42446	1-palmitoyl-2-linoleoyl-GPC (16:0/18:2)	no
Metabolite	M8	X42450	1-stearoyl-2-arachidonoyl-GPC (18:0/20:4)	no
Metabolite	M8	X42459	sphingomyelin (d18:2/16:0, d18:1/16:1)*	no
Metabolite	M8	X42463	sphingomyelin (d18:1/14:0, d16:1/16:0)*	no
Metabolite	M8	X43424	dimethyl sulfone	no
Metabolite	M8	X43807	bilirubin (Z,Z)	no
Metabolite	M8	X44877	N-palmitoyl-sphingosine (d18:1/16:0)	no
Metabolite	M8	X46360	X - 11441	no
Metabolite	M8	X46443	X - 11442	no
Metabolite	M8	X46493	X - 21448	no
Metabolite	M8	X46517	X - 16946	no
Metabolite	M8	X46603	X - 11530	no
Metabolite	M8	X46914	X - 11522	no
Metabolite	M8	X47153	sphingomyelin (d18:1/24:1, d18:2/24:0)*	yes
Metabolite	M8	X47154	sphingomyelin (d18:2/14:0, d18:1/14:1)*	no
Metabolite	M8	X48080	X - 22775 - retired for 4-chlorobenzoic acid	no
Metabolite	M8	X48490	sphingomyelin (d18:1/20:0, d16:1/22:0)*	no
Metabolite	M8	X48491	sphingomyelin (d18:1/20:1, d18:2/20:0)*	no
Metabolite	M8	X48492	behenoyl sphingomyelin (d18:1/22:0)*	no
Metabolite	M8	X48493	sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*	no
Metabolite	M8	X48762	1,2,3-benzenetriol sulfate (2)	no
Metabolite	M8	X48763	3-methoxycatechol sulfate (1)	no
Metabolite	M8	X49883	X - 23974	no
Metabolite	M8	X52433	sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*	no
Metabolite	M8	X52434	palmitoyl dihydrosphingomyelin (d18:0/16:0)*	no
Metabolite	M8	X52435	sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*	yes
Metabolite	M8	X52436	tricosanoyl sphingomyelin (d18:1/23:0)*	no
Metabolite	M8	X52437	sphingomyelin (d18:2/24:1, d18:1/24:2)*	yes
Metabolite	M8	X52438	1-stearoyl-2-oleoyl-GPC (18:0/18:1)	no
Metabolite	M8	X52449	1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)	no
Metabolite	M8	X52450	1-palmitoyl-2-linoleoyl-GPI (16:0/18:2)	no
Metabolite	M8	X52452	1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*	no
Metabolite	M8	X52453	1-oleoyl-2-linoleoyl-GPC (18:1/18:2)*	no
Metabolite	M8	X52454	1-palmitoyl-2-dihomo-linolenoyl-GPC (16:0/20:3n3 or 6)*	no
Metabolite	M8	X52462	1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6)	no
Metabolite	M8	X52467	1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4)*	no
Metabolite	M8	X52468	1-stearoyl-2-linoleoyl-GPI (18:0/18:2)	no
Metabolite	M8	X52473	gamma-tocopherol/beta-tocopherol	no
Metabolite	M8	X52475	1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*	no
Metabolite	M8	X52477	1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*	no
Metabolite	M8	X52478	1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*	no
Metabolite	M8	X52495	sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*	no
Metabolite	M8	X52603	1,2-dilinoleoyl-GPC (18:2/18:2)	no
Metabolite	M8	X52614	1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1)	no
Metabolite	M8	X52615	sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)	no
Metabolite	M8	X52616	1-palmitoyl-2-stearoyl-GPC (16:0/18:0)	no
Metabolite	M8	X52673	1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*	no
Metabolite	M8	X52677	1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*	no
Metabolite	M8	X52682	1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*	no
Metabolite	M8	X52689	1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*	no
Metabolite	M8	X52710	1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*	no
Metabolite	M8	X52713	1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*	no
Metabolite	M8	X52716	1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*	no
Metabolite	M8	X52748	1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*	no
Metabolite	M8	X52870	X - 24549	no
Metabolite	M8	X53010	lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)	no
Metabolite	M8	X53013	glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)	no
Metabolite	M8	X53176	1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*	no
Metabolite	M8	X54877	X - 24849	no
Metabolite	M8	X54979	N-stearoyl-sphingosine (d18:1/18:0)*	no
Metabolite	M8	X57330	lignoceroyl sphingomyelin (d18:1/24:0)	no
Metabolite	M8	X57331	behenoyl dihydrosphingomyelin (d18:0/22:0)*	no
Metabolite	M8	X57365	myristoyl dihydrosphingomyelin (d18:0/14:0)*	no
Metabolite	M8	X57372	N-behenoyl-sphingadienine (d18:2/22:0)*	no
Metabolite	M8	X57416	N-palmitoyl-sphingadienine (d18:2/16:0)*	no
Metabolite	M8	X57432	ceramide (d18:1/14:0, d16:1/16:0)*	no
Metabolite	M8	X57440	ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*	no
Metabolite	M8	X57443	ceramide (d18:2/24:1, d18:1/24:2)*	no
Metabolite	M8	X57473	sphingomyelin (d18:0/18:0, d19:0/17:0)*	no
Metabolite	M8	X57474	sphingomyelin (d18:2/18:1)*	no
Metabolite	M8	X57475	sphingomyelin (d18:1/19:0, d19:1/18:0)*	no
Metabolite	M8	X57476	sphingomyelin (d18:0/20:0, d16:0/22:0)*	no
Metabolite	M8	X57477	sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*	no
Metabolite	M8	X57478	sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*	no
Metabolite	M8	X57479	sphingomyelin (d18:2/24:2)*	no
Metabolite	M8	X57480	sphingomyelin (d18:2/21:0, d16:2/23:0)*	no
Metabolite	M8	X57481	sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*	no
Metabolite	M8	X57482	sphingomyelin (d18:2/23:1)*	no
Metabolite	M8	X57483	sphingomyelin (d17:2/16:0, d18:2/15:0)*	no
Metabolite	M8	X57591	beta-cryptoxanthin	no
Metabolite	M8	X57635	carotene diol (1)	no
Metabolite	M8	X57636	carotene diol (2)	no
Metabolite	M8	X57637	carotene diol (3)	no
Metabolite	M8	X590	hypotaurine	no
Metabolite	M8	X62152	sphingomyelin (d17:1/14:0, d16:1/15:0)*	no
Metabolite	M8	X62851	hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))**	no
Metabolite	M8	X62984	palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0)	no
Metabolite	M8	X63	cholesterol	yes
Metabolite	M81	X46266	X - 15486	no
Metabolite	M81	X46363	X - 21319	no
Metabolite	M81	X46602	X - 11478	yes
Metabolite	M81	X46657	X - 14939	no
Metabolite	M81	X46673	X - 16576	no
Metabolite	M81	X46683	X - 16944	no
Metabolite	M81	X47671	X - 18921	no
Metabolite	M81	X47773	X - 22509	no
Metabolite	M81	X53026	3,4-methyleneheptanoate	no
Metabolite	M81	X63616	branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (2)*	no
Metabolite	M83	X1419	5-methylthioadenosine (MTA)	no
Metabolite	M83	X15443	glucuronate	no
Metabolite	M83	X46701	X - 19141	no
Metabolite	M83	X47013	X - 16570	no
Metabolite	M83	X47988	X - 16087	no
Metabolite	M83	X52877	X - 24556	no
Metabolite	M83	X61871	3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)**	no
Metabolite	M83	X62145	glycine conjugate of C10H12O2*	no
Metabolite	M83	X62146	glycine conjugate of C10H14O2 (1)*	yes
Metabolite	M83	X63650	carnitine of C10H14O2 (5)*	no
Metabolite	M84	X1642	caprate (10:0)	no
Metabolite	M84	X22001	3-hydroxyoctanoate	no
Metabolite	M84	X22053	3-hydroxydecanoate	no
Metabolite	M84	X32328	hexanoylcarnitine (C6)	no
Metabolite	M84	X32457	3-hydroxylaurate	no
Metabolite	M84	X32492	caprylate (8:0)	no
Metabolite	M84	X33936	octanoylcarnitine (C8)	no
Metabolite	M84	X33941	decanoylcarnitine (C10)	no
Metabolite	M84	X33952	myristoylcarnitine (C14)	no
Metabolite	M84	X33968	5-dodecenoate (12:1n7)	no
Metabolite	M84	X34534	laurylcarnitine (C12)	no
Metabolite	M84	X38178	cis-4-decenoylcarnitine (C10:1)	no
